"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 03 06:07:07 WIB 2023","Mon Apr 03 06:07:09 WIB 2023","1884","","Test End to End User from resttest: Validate End to End Get Single User","","","","Given I am on page  http://resttesttest.com/",""
"passed","Wed Mar 29 17:12:26 WIB 2023","Wed Mar 29 17:12:26 WIB 2023","0","","Home Page: Home page area","","","","",""
"passed","Mon Apr 03 05:25:06 WIB 2023","Mon Apr 03 05:25:07 WIB 2023","570","","Test End to End User from resttest: Validate End to End Get Single User","","","","And I make POST /api/users/2 API call",""
"passed","Wed Mar 29 17:19:05 WIB 2023","Wed Mar 29 17:19:06 WIB 2023","772","","Halaman Pendaftaran Retribusi Kendaraan: As a user, I can log into the secure area","","","","When I login with foobar and barfoo",""
"passed","Sun Apr 02 06:06:00 WIB 2023","Sun Apr 02 06:06:00 WIB 2023","173","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"broken","Wed Mar 29 15:50:52 WIB 2023","Wed Mar 29 15:50:52 WIB 2023","1","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","Given I am on the login page ""http://103.184.181.9/pkb""",""
"skipped","Fri Mar 31 19:25:47 WIB 2023","Fri Mar 31 19:25:47 WIB 2023","0","","form page: test chai form","","","","And I select jenis_pengujian 1 and kartu_uji 0",""
"passed","Fri Mar 31 19:33:22 WIB 2023","Fri Mar 31 19:33:25 WIB 2023","2212","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Sun Apr 02 06:53:33 WIB 2023","Sun Apr 02 06:53:36 WIB 2023","3128","","form page: test chai form","","","","And I select search_category no_uji_kend and enter search no_uji AJ011001123 and press enter",""
"passed","Fri Mar 31 22:34:11 WIB 2023","Fri Mar 31 22:34:11 WIB 2023","5","","form page: test chai form","","","","Then I click submit button",""
"passed","Sun Apr 02 06:02:50 WIB 2023","Sun Apr 02 06:02:55 WIB 2023","5058","","form page: test chai form","","","","Then I click submit button",""
"broken","Fri Mar 31 08:51:20 WIB 2023","Fri Mar 31 08:51:20 WIB 2023","1","","form page: test chai form","","","","And I select kartu_uji 0",""
"passed","Sun Apr 02 08:20:02 WIB 2023","Sun Apr 02 08:20:02 WIB 2023","178","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Fri Mar 31 20:52:46 WIB 2023","Fri Mar 31 20:52:46 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Fri Mar 31 20:07:22 WIB 2023","Fri Mar 31 20:07:23 WIB 2023","117","","form page: test chai form","","","","When I enter no_uji AJ 011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Sun Apr 02 08:41:16 WIB 2023","Sun Apr 02 08:41:19 WIB 2023","2844","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Sun Apr 02 06:33:11 WIB 2023","Sun Apr 02 06:33:14 WIB 2023","3114","","form page: test chai form","","","","And I select search_category no_uji_kend and enter search no_uji AJ011001123 and press enter",""
"passed","Fri Mar 31 20:25:43 WIB 2023","Fri Mar 31 20:25:53 WIB 2023","10314","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Sun Apr 02 06:35:58 WIB 2023","Sun Apr 02 06:35:58 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Sun Apr 02 17:57:03 WIB 2023","Sun Apr 02 17:57:04 WIB 2023","1308","","Test End to End User from resttest: Validate End to End Get Single User","","","","Given I am on page  http://resttesttest.com/",""
"passed","Fri Mar 31 19:24:07 WIB 2023","Fri Mar 31 19:24:07 WIB 2023","2","","form page: test chai form","","","","",""
"skipped","Mon Apr 03 05:16:33 WIB 2023","Mon Apr 03 05:16:33 WIB 2023","0","","Test End to End User from resttest: Validate End to End Get Single User","","","","And I make POST /api/users/2 API call",""
"passed","Fri Mar 31 20:20:12 WIB 2023","Fri Mar 31 20:20:22 WIB 2023","10041","","form page: test chai form","","","","And I select jenis_pengujian 5 and kartu_uji 2",""
"passed","Mon Apr 03 06:07:35 WIB 2023","Mon Apr 03 06:07:35 WIB 2023","151","","Test End to End User from resttest: Validate End to End Get Single User","","","","And I make GET /api/users/2 API call",""
"passed","Sun Apr 02 07:00:52 WIB 2023","Sun Apr 02 07:00:52 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Sun Apr 02 05:57:47 WIB 2023","Sun Apr 02 05:57:57 WIB 2023","10134","","form page: test chai form","","","","And I select search_category no_uji_kend and enter search no_uji AJ011001123 and press enter",""
"passed","Wed Mar 29 17:11:25 WIB 2023","Wed Mar 29 17:11:25 WIB 2023","1","","Home Page: Home page area","","","","",""
"skipped","Fri Mar 31 19:25:09 WIB 2023","Fri Mar 31 19:25:09 WIB 2023","1","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Sun Apr 02 17:31:49 WIB 2023","Sun Apr 02 17:31:49 WIB 2023","160","","Test End to End User from resttest: Validate End to End Get Single User","","","","When I perform /api/users/2 user search",""
"passed","Sun Apr 02 05:57:37 WIB 2023","Sun Apr 02 05:57:37 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Fri Mar 31 20:20:09 WIB 2023","Fri Mar 31 20:20:12 WIB 2023","2169","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Sun Apr 02 08:28:50 WIB 2023","Sun Apr 02 08:28:50 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Fri Mar 31 20:16:16 WIB 2023","Fri Mar 31 20:16:16 WIB 2023","1","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Sun Apr 02 06:13:09 WIB 2023","Sun Apr 02 06:13:09 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Fri Mar 31 20:01:27 WIB 2023","Fri Mar 31 20:01:29 WIB 2023","2241","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"skipped","Fri Mar 31 19:37:15 WIB 2023","Fri Mar 31 19:37:15 WIB 2023","0","","form page: test chai form","","","","And I select jenis_pengujian 1 and kartu_uji 0",""
"passed","Mon Apr 03 06:06:03 WIB 2023","Mon Apr 03 06:06:03 WIB 2023","6","","form page: test chai form","","","","",""
"passed","Sun Apr 02 06:53:22 WIB 2023","Sun Apr 02 06:53:22 WIB 2023","1","","form page: test chai form","","","","",""
"broken","Fri Mar 31 20:16:16 WIB 2023","Fri Mar 31 20:17:16 WIB 2023","60066","","form page: test chai form","","","","And I click submit button",""
"passed","Fri Mar 31 20:53:12 WIB 2023","Fri Mar 31 20:53:12 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Wed Mar 29 15:59:31 WIB 2023","Wed Mar 29 15:59:31 WIB 2023","1","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","",""
"passed","Sun Apr 02 17:29:47 WIB 2023","Sun Apr 02 17:29:47 WIB 2023","149","","Test End to End User from resttest: Validate End to End Get Single User","","","","When I perform /api/users/2 user search",""
"passed","Mon Apr 03 06:14:30 WIB 2023","Mon Apr 03 06:14:36 WIB 2023","5197","","Test End to End User from resttest: Validate End to End Get Single User","","","","When I perform /api/users/2 user search",""
"skipped","Sun Apr 02 17:16:37 WIB 2023","Sun Apr 02 17:16:37 WIB 2023","0","","form page: test chai form","","","","And I select search_category no_uji_kend and enter search no_uji AJ011001123 and press enter",""
"passed","Mon Apr 03 05:16:33 WIB 2023","Mon Apr 03 05:16:33 WIB 2023","1","","Test End to End User from resttest: Validate End to End Get Single User","","","","",""
"passed","Fri Mar 31 19:52:23 WIB 2023","Fri Mar 31 19:52:25 WIB 2023","2169","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Mon Apr 03 06:07:14 WIB 2023","Mon Apr 03 06:07:15 WIB 2023","189","","Test End to End User from resttest: Validate End to End Get Single User","","","","And I make GET /api/users/2 API call",""
"passed","Sun Apr 02 17:59:09 WIB 2023","Sun Apr 02 17:59:11 WIB 2023","1947","","Test End to End User from resttest: Validate End to End Get Single User","","","","Given I am on page  http://resttesttest.com/",""
"passed","Sun Apr 02 06:41:23 WIB 2023","Sun Apr 02 06:41:23 WIB 2023","32","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"passed","Sun Apr 02 08:45:21 WIB 2023","Sun Apr 02 08:45:21 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Sun Apr 02 06:35:46 WIB 2023","Sun Apr 02 06:35:50 WIB 2023","3608","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"skipped","Fri Mar 31 19:47:20 WIB 2023","Fri Mar 31 19:47:20 WIB 2023","1","","form page: test chai form","","","","And I click submit button",""
"passed","Wed Mar 29 17:35:14 WIB 2023","Wed Mar 29 17:35:14 WIB 2023","1","","login page: input username password","","","","",""
"passed","Fri Mar 31 22:31:40 WIB 2023","Fri Mar 31 22:31:42 WIB 2023","2232","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Sun Apr 02 17:54:36 WIB 2023","Sun Apr 02 17:54:37 WIB 2023","1873","","Test End to End User from resttest: Validate End to End Get Single User","","","","Given I am on page  http://resttesttest.com/",""
"passed","Sun Apr 02 08:37:57 WIB 2023","Sun Apr 02 08:37:57 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Fri Mar 31 20:52:46 WIB 2023","Fri Mar 31 20:52:51 WIB 2023","4814","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Fri Mar 31 20:25:53 WIB 2023","Fri Mar 31 20:25:53 WIB 2023","2","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"passed","Sun Apr 02 06:54:44 WIB 2023","Sun Apr 02 06:54:47 WIB 2023","3122","","form page: test chai form","","","","And I select search_category no_uji_kend and enter search no_uji AJ011001123 and press enter",""
"passed","Mon Apr 03 06:14:36 WIB 2023","Mon Apr 03 06:14:36 WIB 2023","50","","Test End to End User from resttest: Validate End to End Get Single User","","","","Then I validate the search result",""
"skipped","Fri Mar 31 19:27:36 WIB 2023","Fri Mar 31 19:27:36 WIB 2023","0","","form page: test chai form","","","","And I click submit button",""
"passed","Fri Mar 31 20:13:59 WIB 2023","Fri Mar 31 20:13:59 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Sun Apr 02 06:14:07 WIB 2023","Sun Apr 02 06:14:07 WIB 2023","1","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Fri Mar 31 20:01:59 WIB 2023","Fri Mar 31 20:01:59 WIB 2023","0","","form page: test chai form","","","","",""
"passed","Sun Apr 02 08:45:32 WIB 2023","Sun Apr 02 08:45:35 WIB 2023","3128","","form page: test chai form","","","","And I select search_category no_uji_kend and enter search no_uji AJ011001123 and press enter",""
"passed","Fri Mar 31 22:26:29 WIB 2023","Fri Mar 31 22:26:29 WIB 2023","31","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"passed","Fri Mar 31 22:25:05 WIB 2023","Fri Mar 31 22:25:05 WIB 2023","168","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"skipped","Fri Mar 31 22:31:42 WIB 2023","Fri Mar 31 22:31:42 WIB 2023","0","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"passed","Sun Apr 02 06:41:23 WIB 2023","Sun Apr 02 06:41:23 WIB 2023","1","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Fri Mar 31 08:58:28 WIB 2023","Fri Mar 31 08:58:28 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Sun Apr 02 06:58:22 WIB 2023","Sun Apr 02 06:58:32 WIB 2023","9854","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Sun Apr 02 07:00:38 WIB 2023","Sun Apr 02 07:00:40 WIB 2023","2682","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Sun Apr 02 06:55:30 WIB 2023","Sun Apr 02 06:55:33 WIB 2023","3064","","form page: test chai form","","","","And I select jenis_pengujian 1 and kartu_uji 3",""
"passed","Sun Apr 02 06:02:49 WIB 2023","Sun Apr 02 06:02:49 WIB 2023","31","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"broken","Wed Mar 29 16:49:27 WIB 2023","Wed Mar 29 16:49:27 WIB 2023","1","","login page: home page","","","","Given I am on the login page https://the-internet.herokuapp.com/",""
"passed","Sun Apr 02 06:38:58 WIB 2023","Sun Apr 02 06:38:58 WIB 2023","1","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Fri Mar 31 19:31:49 WIB 2023","Fri Mar 31 19:31:54 WIB 2023","5123","","form page: test chai form","","","","When I enter no_uji AJ 011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Sun Apr 02 17:29:53 WIB 2023","Sun Apr 02 17:29:53 WIB 2023","1","","Test End to End User from resttest: Validate End to End Get Single User","","","","",""
"passed","Mon Apr 03 05:25:07 WIB 2023","Mon Apr 03 05:25:07 WIB 2023","62","","Test End to End User from resttest: Validate End to End Get Single User","","","","Then I validate the crate user search result",""
"passed","Fri Mar 31 20:11:16 WIB 2023","Fri Mar 31 20:11:16 WIB 2023","0","","form page: test chai form","","","","",""
"passed","Fri Mar 31 20:30:02 WIB 2023","Fri Mar 31 20:30:12 WIB 2023","10309","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Sun Apr 02 07:00:41 WIB 2023","Sun Apr 02 07:00:41 WIB 2023","32","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"passed","Tue Apr 04 09:44:15 WIB 2023","Tue Apr 04 09:44:15 WIB 2023","0","","Test End to End User from resttest: Validate End to End Get Single User","","","","",""
"passed","Fri Mar 31 19:12:48 WIB 2023","Fri Mar 31 19:12:51 WIB 2023","2177","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Sun Apr 02 06:38:58 WIB 2023","Sun Apr 02 06:39:02 WIB 2023","3076","","form page: test chai form","","","","And I select jenis_pengujian 1 and kartu_uji 3",""
"passed","Sun Apr 02 06:32:16 WIB 2023","Sun Apr 02 06:32:16 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Fri Mar 31 20:07:20 WIB 2023","Fri Mar 31 20:07:20 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Sun Apr 02 06:27:09 WIB 2023","Sun Apr 02 06:27:09 WIB 2023","170","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"broken","Mon Apr 03 06:11:22 WIB 2023","Mon Apr 03 06:11:22 WIB 2023","1","","Test End to End User from resttest: Validate End to End Get Single User","","","","When I perform /api/users/2 user search",""
"broken","Wed Mar 29 16:19:26 WIB 2023","Wed Mar 29 16:19:26 WIB 2023","1","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","Given I am on the login page ""http://103.184.181.9/pkb""",""
"broken","Wed Mar 29 15:50:52 WIB 2023","Wed Mar 29 15:50:52 WIB 2023","0","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","Given I am on the login page ""http://103.184.181.9/pkb""",""
"passed","Mon Apr 03 05:36:47 WIB 2023","Mon Apr 03 05:36:47 WIB 2023","0","","Test End to End User from resttest: Validate End to End Get Single User","","","","",""
"passed","Sun Apr 02 06:58:40 WIB 2023","Sun Apr 02 06:58:43 WIB 2023","3118","","form page: test chai form","","","","And I select search_category no_uji_kend and enter search no_uji AJ011001123 and press enter",""
"passed","Sun Apr 02 06:05:12 WIB 2023","Sun Apr 02 06:05:12 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Fri Mar 31 22:39:44 WIB 2023","Fri Mar 31 22:39:44 WIB 2023","1","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"passed","Wed Mar 29 11:44:09 WIB 2023","Wed Mar 29 11:44:10 WIB 2023","772","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","When I login with tomsmith and SuperSecretPassword!",""
